anchor_id	anchor_type	start	end	label
A0001	sentence	0	336	sentence
A0002	sentence	337	2138	sentence
A0003	sentence	2139	2567	sentence
A0004	table	2569	2797	table
A0005	sentence	2799	2894	sentence
A0006	sentence	2895	4484	sentence
A0007	sentence	4485	4689	sentence
A0008	sentence	4690	4818	sentence
A0009	sentence	4819	5297	sentence
A0010	sentence	5298	5413	sentence
A0011	sentence	5414	5836	sentence
A0012	sentence	5837	5922	sentence
A0013	sentence	5923	6513	sentence
A0014	sentence	6514	6715	sentence
A0015	sentence	6716	7679	sentence
A0016	sentence	7680	8504	sentence
A0017	sentence	8505	8612	sentence
A0018	table	8614	8805	table
A0019	table	8807	9103	table
A0020	table	9105	9335	table
