anchor_id	kind	start	end	checksum	context_pre	context_post	prev_id	next_id	parent_heading	attributes_json
p000001	p	0	1074738	7dc2737e073115c52db8872492d33b55937e8f63d919bac92b8db8d3fd7f75df	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		s000001		{}
s000001	s	0	734	737ac5f5ebc5cf00650dc0e1ce404b9f97e763d46e9e5265ca2f8e8591661a4c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	967f4816217879de7d65b9eb0bf88b78bbff28172c91801ad52b05c7eeccc60a	p000001	s000002		{}
s000002	s	735	1413	4959e843faf28f18cce04caace12fd80c8e8d89ce25298794ae172ac43e77393	785bba6283ebd20b6cbab1ddfcad7f965793ff098254622dba7ed77bd4a0d656	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000001	s000003		{}
s000003	s	1414	1565	a551782c395055e09f401b51b96c92a5ef5ecb28c271df2568a9d245f6eca25b	7816fe435fa82a2f360e5a042a63d2c0391352c570ec065fbacf23467b1ac892	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000002	s000004		{}
s000004	s	1566	1684	650aff973241ab23c8b8a4ac744f335edb860abc07c229a162928b528eed362a	eb494d46dca8155ccdf16d3f75deeba9cf5005a97c86bf5b09b68035335d5f7e	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000003	s000005		{}
s000005	s	1685	1851	3ea4ee83bef559c603011cea43dcae40a01a6db87fe60730b2cc2d04ca29fbda	562983deb1d889ff35d1afd413747dfb69fc9a0417e1b86ac807c307ca31fef3	d4b92a04ac7aafd1f3ccd159d5acdc1ec2fbd0ddc35da778e2a43b054a2e67bf	s000004	s000006		{}
s000006	s	1852	1972	e119f8f7abb9546a9619ed065f7c9f0fc1bda20058f1bad7706afe076727dba4	f0004c913f5faab24a68166babc210057d516136f0cb9e0d68198f34aa05128b	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000005	s000007		{}
s000007	s	1973	2086	e2683309dbd169f8fcfa274bb1690b0655f219ad704370c0dd09f373e19bc5c1	1f469c83f07ff56931a2b06b8968c750fc506ca31371acd009c7837dddcfedf4	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000006	s000008		{}
s000008	s	2087	2358	c187c59eac0bf44bbce16df353775e0710b5985fee224950a905a7b9bda8ca4e	8b41c4883b81df896a9857f50c1926dc7aa7683defb7008843b4f3871986c24f	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000007	s000009		{}
s000009	s	2359	2474	7fdbb985e8a0c48e12c9666a8ec6fa80ceb66c734fdb1fd53e7b2ed9bb37f443	8ff6fa00bbcc3c44518427a45a520a1f54a7c79d47c6d9304d9902bc1d604c4f	8a0c70e6623df6829dbeb5fb9f482ec18d60f4a98f539a4fd793d71168bb3aff	s000008	s000010		{}
s000010	s	2475	5113	d01c8b33e790fcabd79f78a7e3b8738211383615746b658f52c069b8700ccb05	be0476ba3db446c747723a476573be9d80f049dcbf67692d699a0823ac548b9d	4da906f0cfb38955cd89f10c8710956a82db6e432b07a8b58c588e2a05056aa2	s000009	s000011		{}
s000011	s	5114	5398	2bdcae3a7ad1bc8af3c094128b7e008ca5b673a6e36f25079dc813b8137db171	b96af9c645991b6808a5ae72e8fbe140d1b80158f28466ab86dd5bee705f132a	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000010	s000012		{}
s000012	s	5399	6168	253093cdc506b98535342c68e0daef059dcc17f452f2a9c6382d06e480697d7c	510724c1c7cc50a6d4d98fbbd61c23117fc0658f20fa9fcde20da6114fd30e33	af09e68d40d6b239b6d5e27c5ae2ccb05f24224c5b0ac1359b98554283baf032	s000011	s000013		{}
s000013	s	6169	9350	73d85537cb29c5084efc5d50b86aaa0e1025c2ee30ad573bd3c6858f5ab4211a	378dc0b2d2c13f3df098892143e28bf47e10cdd211fa95bebea1b0a764219ec1	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000012	s000014		{}
s000014	s	9351	9605	a6cbc6c47eda9432082454b5df5b56170c63e08009d107d61c829122c47ec60d	ab4774d90ce6b15724d9000c07d41e228255a1e75d034c1b0c49ee397534e4d3	9fa01b461d6abf203e168472ed2497e150cd0ae1e71d16d4507b4d3dd0f84874	s000013	s000015		{}
s000015	s	9606	9859	2a120c284e1976d6575ffc2ceba5aae643505aa14b6e4b3a454036acf023417b	843f47d0d6f553a23422b5376bd74bdd6368e3bc7492b40d3b45cce2b3772943	57c78d1117a93fa0e78f3927127d3666da10889e5759f526437aafd7e3e90117	s000014	s000016		{}
s000016	s	9860	12586	e066a176bfd590dab4eb1d5fffa3b6bf171fcec4fd502475d593969b2281be18	ae8106c9d197dca2a40ddbb84a2e76eb101aa015d5ae7e1211ea0efafdf6aa5c	e4342940265742e9d44aaf22882066cd9972d9b9a4b77817774d7bd3ce8e26e9	s000015	s000017		{}
s000017	s	12587	14913	7be166c7b455d448721f33c08688219e8df118a8cedf0ab5d4473d235f4c05b1	eba86fba1fa09798c2e570949a2a3fef7b47f8718be2608d1ba9420455087a09	981f2dce2828af596bc5e39cd7c18cdc825a95b0ca2216eecc4a73c8802d68ce	s000016	s000018		{}
s000018	s	14914	15426	ccd493af4082b6abf834b413627c3ce2cdbee3822625fa86be9fa852c54a4345	ad6d21e9167d649fec1c9fc9341786d889eb920f1a1a909b94bdd0928b262467	41593132baba1b6115628a520047cd0d6ce9e228b9fe4355e835bde197e6aa87	s000017	s000019		{}
s000019	s	15427	17164	9b5d7dc8558c186faf9ca4a4c976dcc9a58825e7eea528d38d49e91f5890dc03	5322ce92ea185bf401568cf3c514e0c382c1599e7bf4598ce5f54b680419411d	f1df50d72449210ce5e6354c91b316a176273c5eec87030f1be03c72baa740b8	s000018	s000020		{}
s000020	s	17165	17673	788b56399f8fa85ec00cc436b4196a208e1590e21e40ffcaa4b920b44c7db26b	6d39bda79ce3bc283756bd6840b2ae0e4a1744d08af07b7a9dcd0301fe1d945b	39c72f59fd0975a654eb1d1cdeac07450b42c03ef09c860737878d34a1075f9d	s000019	s000021		{}
s000021	s	17674	23403	bbe545722e19a9f462ab58333f795337ea698caf79748aba15fefea5333f25bf	43aac03b57fbe92a4777ab8d25c4b1edfd0c323a0c675e2d3f977bcbee90afa5	4b16d5df770f93154d1a8bc16eb4451cfa84afd2292661d2c859f50e74f23fbb	s000020	s000022		{}
s000022	s	23404	23675	519cc98ff802e3632d10dec2370f9815b818b7a020b38b64a0c52ca062d93e76	46add294eddb366d46dd7f563af11bf795f2821e6f75509920b7d8a0c9139ad1	3cdae620854c3e032f50a4208f415eb81e9abc365afa735cb10d119d3c80da36	s000021	s000023		{}
s000023	s	23676	23776	7b4f247eac2414bb7e8e91096a23e897eb9f37b2917f9063acc50d0adaab9ba0	b6af0988d4393bcd3a7b84454120a9e6fb6a3c2cadf98faa4ca96f3a4b164c35	cdc8a657f600e3df74b2ffaaf16cc826f5ff0b53ee92026f52423cc64ec0bd24	s000022	s000024		{}
s000024	s	23777	23993	19743177190e4796fa6d2e7c84ab604b58a0459547587a0ca642ded4562976c8	2c93e350dc7a26694e87683ddf45f25185b2a37a61d0436130a37699b4ca34ea	df7db9cf3e3e4ffe155b20e51bd2cc7f668ef9285b852eba469a7a6d4cf41e07	s000023	s000025		{}
s000025	s	23994	24046	a9fceb2b524e0c76cb9a45f0ee0359056f87b757c68b99cebbf3f3b81890537b	df2bdf8497e710c534a814d58786731d1c69ad79e4b0c868618ae975a3e2f417	3d656e1d5fd946d1d149a2ee6ef09e8a71015fef1b6d5e10596aa42a9d48abcf	s000024	s000026		{}
s000026	s	24047	24389	516a11691ae69d5ff42ce515fd191edf8b8930e8ccc66710465a6b83fb880e01	7abbad3b45159be9647e2d9c8f132b046f13fce4c240be47a03bc87f085efc77	7bd06b4b3a8e84fc654a1d455483945395cf80681d6fa0dfdb362a725241b954	s000025	s000027		{}
s000027	s	24390	24439	7f844b0b8dc1cf1aa79eb91b83886c556cc4c32addaf3a155479c52114983465	8b76eba1b4e1b4fde6bd9eabde0877039835d53fc1b18d694ddfecbafd7925b0	1cad45dde8f4e709d6da35f9cd249f635cc16a7e68d100933ea325a44735b99b	s000026	s000028		{}
s000028	s	24440	25485	8b6f9186fb569f4f637532711df2e7ebb1a33ecc47c2ce3cd39052999f40783d	d3611345a8d7a0ab76de24ff1220f7db2049e301d4014b4a25038f53af164fcf	26bf658aa1cf1624dad4b298f60e207f10c36c637dc91406bfee512e13060f86	s000027	s000029		{}
s000029	s	25486	25698	5077fa10b0a6746249acabf58facfcca6afdb17b34d89864a9341d9a1e4b81e4	1beec947ca2af48039c167ab85a10525419fa973c9e62b971866b2b9951e4a29	0b95100d377afcc3688f977280613bbf1abe4528f0b333c0c5481ae5cac98f85	s000028	s000030		{}
s000030	s	25699	26060	d45946cc4639266270954600fb9af72c92414fbedaf52f178cb1f36bba7bd88e	573bd5d9e450e8ed8ac504533e5ffe1e2f7ebbcfddb98f33e2fdc8665dfe1109	8c07cce92b435a721818ed2a5875625d0d0e6b1a4c627deb852d6cc849e00c22	s000029	s000031		{}
s000031	s	26061	26248	f60b2edd74ffbcb6fff4bc850120a70233ae851a5fe1334a0d79cc8bad01cba3	1d6038312643301625d08febf672dad55ace2a75a9becc765cf9d2b7e21c8763	5e40f6a50007bb5cb7a2962a6f578c44c862c091c28a3b6b7a74a091c822eafb	s000030	s000032		{}
s000032	s	26249	26358	9bd2b2463bd4674edd67e7e9c83d1b97a2df299c51cc7342132303ebf75f2431	eb83890e942ede54449c276a18eb29e0091c7f54142ef709368ef0f284ef7cce	daaad4b51cd1ee82d0d2e01ec5670d7c1c3764bb330abee97f163381efda02cf	s000031	s000033		{}
s000033	s	26359	26576	4bffbd168f82f25ebb69d7ca3e29172088b523e756ea842e325ec67253a92b85	3813d9933b7b8aa2f24d5f372224a00d6740ee90018bda504693f13f4f4bb897	59bd1380e9c8036bbe801af8dd693417a005064da22602c511ccbc1dbcaa9f84	s000032	s000034		{}
s000034	s	26577	26638	04a6cee628103a781b4f6a93c2702725891e887bfdcaed49f5ad66b310b5aea9	793f968e8ca0574e3687283a2bba1a7bab04ab6eb914a5ecba97bfbde5a98e6f	8c7dde3d47382076eba7cdcbb801ce29d43e30657171abd1ddeaeed6163405f3	s000033	s000035		{}
s000035	s	26639	26714	b5aad5f6029af0dd9ed5706ebd78334af4c17a7cf563ea6264f2d54d3d26a780	347ef97aa1f0e50d2d5bf20e2c102c3673aa7aa233c814fd46b614fd41e50d0f	686669bf358d03e7f8845551beb87f63478a15ecf801a2aa02d97027d853747e	s000034	s000036		{}
s000036	s	26715	26809	d27d17df74ee98211ff45b8569b4170fbdfa619eb532d2281c9cd9c7e81e264f	971ea3ad8f318f4c47bf1cdffc5e3b17f04deaeef037ca2fecdb60b8de4e9d01	2ae7db335c90271f9783f6083b6c61efc8780eafdb206d51fb6c0a6b3c362bbd	s000035	s000037		{}
s000037	s	26810	26874	b037523c6ec1b0ccf50263c7a97bbeb45350b62386e6da2e7643dddd242ef3f4	c766bbfc60c7cb677f7ed851938b04260253cc75f351d16dbb28a70a2d750509	b483fb93d1a0233ca0f13e52ff9e4b6fc8959cb505fe52ab202fde809c050ef4	s000036	s000038		{}
s000038	s	26875	27527	2fbdb921b2685fb5fd33c6f0a4f06a8ff4c64a2dcc1b02e7114144d832f627c0	122687ebf4fd75843e10a71212bedfbb01d01e1b303f73091fb32b5d8752959f	0bb1e3c004830a76728b716664ae39f1c399912f6dcdd48500e2525258bebaca	s000037	s000039		{}
s000039	s	27528	28378	88ea7942ff98686d8de1b2b6c176593a9f91c06a8bbac1b49ff52e738f043527	59222a1917db001d24e839d5dfc3bb2781c27a20c802946953dde441b0488803	23c25131965b569c1dc0d2f1f1cc4898cca15e2c284162b5e303c03e4e3dca1a	s000038	s000040		{}
s000040	s	28379	28513	be665ea125a77aa249716de7ade9589e5e4551f54491285669e7d378d3b7a468	ab9a594add8db2e26a0863f097a541a47a4820a114a3abf72a04f8ac3b16f778	1c4cb7312016bc78893a9a53f1ff2d0e865c103e541910cfccd6f5c61bd8fd4e	s000039	s000041		{}
s000041	s	28514	28656	63ded1cd922fcabc19199c26afcceb7d65fa684778186a9ee4ed2cf236bc0b1c	3fefda8a6d7d3c9d3f257de6f3b1ae93c728d9b3a643c6961d34d94581409fa4	4695fabd0c0c8674a2816c1e449c94421ff6295efb2108d8bc5b3d0268d1e499	s000040	s000042		{}
s000042	s	28656	28747	7131a7de563454db61759b9b753c2839d35e7600e47c7beca995894c4594d8c8	81c9643a2a0236439e28bc40bacac42ad3006b27cd27a1f1eac7f14e47974541	e456fdfd327c198a7dab8551afc76b6411357e23d6c89a88770c70101784c420	s000041	s000043		{}
s000043	s	28748	29746	ea6d42db4851deb8c3a1f8a4d3be5fe647bcd56c9e4829caccfa743ded2d985b	4a8a3c41e78bb46232943fb472590c17f8791f1cc3c8ccf93da794ce3e922486	b5d2b34b81d36bde1e5ba5426179bd40be1d249c80b89a3313fe2b8137eb0ee3	s000042	s000044		{}
s000044	s	29747	29878	bd18df9045dcd612f19f9d870c147bc9df39c0d04cee8a4b6d874dcabf68f0fe	db6993fecd0cce5b0ef0f8314f43535adf5f3305575c73cbbf0faa3d48f4db17	6d166380fc034fdee76c1166e419973e6ab5795f2becafa9e18a810d4c63e05f	s000043	s000045		{}
s000045	s	29879	32182	e2f488dc0c16866325e822a0dd096d2546792e7271cff3aeece98295973c9f98	4ea9fb8c34dc83c8a5b7bcd2d93a5e0eb68c468c8235c4114e524b3b5f7a1f37	bb94e6c61bef14bc06ee87f9ea1449f4c944eaa5c3540f062fa664d5326e2b6f	s000044	s000046		{}
s000046	s	32183	32323	49e7d2e3ac583871e3becb3b5836a440b9eeb936f0b2822424b3777ff1bd9291	ab9a594add8db2e26a0863f097a541a47a4820a114a3abf72a04f8ac3b16f778	3f306a30bcaeef44dfcef296b4b84cdd85de9a17413daceea8615637cd9f7c0f	s000045	s000047		{}
s000047	s	32323	32413	90b336f6f15907f92f3913d0074096cb9f1cb1eb74a7fca9122d138233b38bc7	b88bc1012e4d39e1b6cf5e8cba5778178fbd18a35db21e26afad49cf73ebf768	01aec21476339e0d1546815bd9a3f0b6056197c4dae1963386b7cea79b7393f6	s000046	s000048		{}
s000048	s	32414	33004	4c22d03222997bc30e6db3251e926f18039417b18d8d4d34518eb054a9f3e528	27690eb363bd5fe578f6c6bde0f704783a57ef2a9269fa7696fd6f9046ba22ec	838620f14a2c6eb192bc0aafccd9d42a8944b0ae08aa1cc1ec402399784aef58	s000047	s000049		{}
s000049	s	33005	33883	e84c21c9821ae7e4623766ac0b8d30e06411f883890a9daadf943e47f8818a6b	303fb6930475be524ccf8ecbee78d79942280c17961d286e2955dfafd6262a05	15deb7d96cb049bd793907732173bca0fcb942381225155ddd6fc515bc965a6f	s000048	s000050		{}
