anchor_id	anchor_type	start	end	label
A0001	sentence	0	7	sentence
A0002	sentence	9	21	sentence
A0003	sentence	23	43	sentence
A0004	sentence	45	90	sentence
A0005	sentence	92	421	sentence
A0006	sentence	423	444	sentence
A0007	sentence	446	1080	sentence
A0008	sentence	1081	1184	sentence
A0009	sentence	1186	1201	sentence
A0010	sentence	1203	1403	sentence
A0011	sentence	1405	1807	sentence
A0012	sentence	1809	2138	sentence
A0013	sentence	2140	2291	sentence
A0014	sentence	2293	2302	sentence
A0015	sentence	2304	2403	sentence
A0016	sentence	2405	2425	sentence
A0017	sentence	2427	2535	sentence
A0018	sentence	2537	3216	sentence
A0019	sentence	3217	3340	sentence
A0020	sentence	3341	4026	sentence
A0021	sentence	4028	4166	sentence
A0022	sentence	4168	4606	sentence
A0023	sentence	4608	4610	sentence
A0024	sentence	4612	4873	sentence
A0025	sentence	4875	4965	sentence
A0026	sentence	4967	5140	sentence
A0027	sentence	5142	5147	sentence
A0028	sentence	5149	5381	sentence
A0029	sentence	5382	5555	sentence
A0030	sentence	5557	5590	sentence
A0031	sentence	5591	6109	sentence
A0032	sentence	6111	6140	sentence
A0033	sentence	6142	6314	sentence
A0034	sentence	6316	6499	sentence
A0035	sentence	6501	6615	sentence
A0036	sentence	6617	6722	sentence
A0037	sentence	6724	6825	sentence
A0038	sentence	6827	7065	sentence
A0039	sentence	7066	7184	sentence
A0040	sentence	7186	7193	sentence
A0041	sentence	7195	7330	sentence
A0042	sentence	7332	7593	sentence
A0043	sentence	7595	7600	sentence
A0044	sentence	7602	7817	sentence
A0045	sentence	7819	7821	sentence
A0046	sentence	7823	7843	sentence
A0047	sentence	7845	8090	sentence
A0048	sentence	8091	8564	sentence
A0049	sentence	8566	8590	sentence
A0050	sentence	8591	9487	sentence
A0051	sentence	9489	9538	sentence
A0052	sentence	9539	9762	sentence
A0053	sentence	9766	9900	sentence
A0054	sentence	9901	10057	sentence
A0055	sentence	10058	10387	sentence
A0056	sentence	10388	10645	sentence
A0057	sentence	10647	10663	sentence
A0058	sentence	10665	10670	sentence
A0059	sentence	10672	10719	sentence
A0060	sentence	10721	11229	sentence
A0061	sentence	11230	11493	sentence
A0062	sentence	11494	12603	sentence
A0063	sentence	12605	12646	sentence
A0064	sentence	12647	13459	sentence
A0065	sentence	13461	13507	sentence
A0066	sentence	13508	14135	sentence
A0067	sentence	14137	14142	sentence
A0068	sentence	14144	14444	sentence
A0069	sentence	14446	14791	sentence
A0070	sentence	14793	14836	sentence
A0071	sentence	14838	15041	sentence
A0072	sentence	15042	15111	sentence
A0073	sentence	15113	16035	sentence
A0074	sentence	16037	17311	sentence
A0075	sentence	17313	17318	sentence
A0076	sentence	17320	17553	sentence
A0077	sentence	17554	17838	sentence
A0078	sentence	17840	18485	sentence
A0079	sentence	18487	18505	sentence
A0080	sentence	18507	18803	sentence
A0081	sentence	18805	19139	sentence
A0082	sentence	19141	19582	sentence
A0083	sentence	19584	19968	sentence
A0084	sentence	19969	20406	sentence
A0085	sentence	20408	21076	sentence
A0086	sentence	21078	21083	sentence
A0087	sentence	21085	21411	sentence
A0088	sentence	21412	21628	sentence
A0089	sentence	21630	21774	sentence
A0090	sentence	21775	21928	sentence
A0091	sentence	21930	22040	sentence
A0092	sentence	22042	22195	sentence
A0093	sentence	22197	22226	sentence
A0094	sentence	22228	22339	sentence
A0095	sentence	22341	22415	sentence
A0096	sentence	22417	22430	sentence
A0097	sentence	22433	22644	sentence
A0098	sentence	22645	22666	sentence
A0099	sentence	22668	22871	sentence
A0100	sentence	22873	23798	sentence
A0101	sentence	23800	23805	sentence
A0102	sentence	23807	24583	sentence
A0103	sentence	24585	26040	sentence
A0104	sentence	26042	26367	sentence
A0105	sentence	26369	26603	sentence
A0106	sentence	26605	26610	sentence
A0107	sentence	26612	26888	sentence
A0108	sentence	26890	27163	sentence
A0109	sentence	27164	27369	sentence
A0110	sentence	27370	27719	sentence
A0111	sentence	27721	27825	sentence
A0112	table	27827	28288	table
A0113	sentence	28290	28296	sentence
A0114	sentence	28298	28307	sentence
A0115	sentence	28309	28537	sentence
A0116	sentence	28539	28962	sentence
A0117	sentence	28964	29087	sentence
A0118	sentence	29088	29430	sentence
A0119	sentence	29432	29656	sentence
A0120	sentence	29658	30060	sentence
A0121	sentence	30062	30220	sentence
A0122	sentence	30222	30388	sentence
A0123	sentence	30389	30566	sentence
A0124	sentence	30568	30837	sentence
A0125	sentence	30838	30976	sentence
A0126	sentence	30978	30984	sentence
