anchor_id	anchor_type	start	end	label
A0001	sentence	0	17	sentence
A0002	sentence	19	31	sentence
A0003	sentence	33	52	sentence
A0004	sentence	54	377	sentence
A0005	sentence	379	625	sentence
A0006	sentence	627	894	sentence
A0007	sentence	896	1118	sentence
A0008	sentence	1120	1273	sentence
A0009	sentence	1274	1402	sentence
A0010	sentence	1404	1521	sentence
A0011	sentence	1523	1671	sentence
A0012	sentence	1673	1934	sentence
A0013	sentence	1936	2213	sentence
A0014	sentence	2215	2746	sentence
A0015	sentence	2747	3032	sentence
A0016	sentence	3033	3362	sentence
A0017	sentence	3364	3647	sentence
A0018	sentence	3649	3935	sentence
A0019	sentence	3937	4190	sentence
A0020	sentence	4192	4194	sentence
A0021	sentence	4195	4631	sentence
A0022	sentence	4633	4882	sentence
A0023	sentence	4884	5157	sentence
A0024	sentence	5159	5484	sentence
A0025	sentence	5486	5530	sentence
A0026	sentence	5532	5533	sentence
A0027	sentence	5535	5667	sentence
A0028	sentence	5669	5679	sentence
A0029	sentence	5681	5703	sentence
A0030	sentence	5705	5749	sentence
A0031	sentence	5751	5772	sentence
A0032	sentence	5774	5794	sentence
A0033	sentence	5796	5835	sentence
A0034	sentence	5837	5854	sentence
A0035	sentence	5856	5873	sentence
A0036	sentence	5875	5918	sentence
A0037	sentence	5920	5939	sentence
A0038	sentence	5941	5968	sentence
A0039	sentence	5970	5978	sentence
A0040	sentence	5980	6018	sentence
A0041	sentence	6020	6063	sentence
A0042	sentence	6065	6084	sentence
A0043	sentence	6086	6113	sentence
A0044	sentence	6115	6154	sentence
