anchor_id	anchor_type	start	end	label
A0001	sentence	0	7	sentence
A0002	sentence	9	21	sentence
A0003	sentence	23	60	sentence
A0004	sentence	62	359	sentence
A0005	sentence	361	429	sentence
A0006	sentence	430	1240	sentence
A0007	sentence	1242	2309	sentence
A0008	sentence	2311	2339	sentence
A0009	sentence	2341	2425	sentence
A0010	sentence	2427	2821	sentence
A0011	sentence	2823	2929	sentence
A0012	sentence	2931	3430	sentence
A0013	sentence	3431	3811	sentence
A0014	sentence	3813	3973	sentence
A0015	sentence	3975	4135	sentence
A0016	sentence	4137	4485	sentence
A0017	sentence	4487	4654	sentence
A0018	sentence	4656	4826	sentence
A0019	sentence	4828	7015	sentence
A0020	sentence	7017	8015	sentence
A0021	sentence	8016	8223	sentence
A0022	sentence	8225	8226	sentence
A0023	sentence	8228	9333	sentence
A0024	sentence	9335	9461	sentence
A0025	sentence	9463	9551	sentence
A0026	sentence	9553	9687	sentence
A0027	sentence	9688	10128	sentence
A0028	sentence	10130	10819	sentence
A0029	sentence	10820	11410	sentence
A0030	sentence	11411	11584	sentence
A0031	sentence	11585	11649	sentence
A0032	sentence	11651	11882	sentence
A0033	sentence	11883	12059	sentence
A0034	sentence	12060	12197	sentence
A0035	sentence	12198	12359	sentence
A0036	sentence	12361	12381	sentence
A0037	sentence	12383	12384	sentence
A0038	sentence	12386	12842	sentence
A0039	sentence	12844	13075	sentence
A0040	sentence	13077	13285	sentence
A0041	sentence	13287	13374	sentence
A0042	sentence	13376	13563	sentence
A0043	sentence	13565	13812	sentence
A0044	sentence	13814	14214	sentence
A0045	sentence	14216	14271	sentence
A0046	sentence	14273	14540	sentence
A0047	sentence	14542	14800	sentence
A0048	sentence	14801	15399	sentence
A0049	sentence	15400	15775	sentence
A0050	sentence	15777	15858	sentence
A0051	sentence	15860	16032	sentence
A0052	sentence	16034	16035	sentence
A0053	sentence	16037	16311	sentence
A0054	sentence	16313	16653	sentence
A0055	sentence	16655	16665	sentence
A0056	sentence	16667	16818	sentence
A0057	sentence	16820	17110	sentence
A0058	sentence	17111	17257	sentence
A0059	sentence	17259	17435	sentence
A0060	sentence	17437	17496	sentence
A0061	sentence	17498	17757	sentence
A0062	sentence	17758	18605	sentence
A0063	sentence	18607	18910	sentence
A0064	sentence	18912	18929	sentence
A0065	sentence	18931	19281	sentence
A0066	sentence	19283	19301	sentence
A0067	sentence	19303	19476	sentence
A0068	sentence	19477	19618	sentence
A0069	sentence	19619	19823	sentence
A0070	sentence	19824	20077	sentence
A0071	sentence	20078	20319	sentence
A0072	sentence	20321	20322	sentence
A0073	sentence	20324	20581	sentence
A0074	sentence	20583	20712	sentence
A0075	sentence	20713	21433	sentence
A0076	sentence	21435	21625	sentence
A0077	sentence	21626	21755	sentence
A0078	sentence	21758	22073	sentence
A0079	sentence	22075	22097	sentence
A0080	table	22099	22391	table
A0081	sentence	22393	22447	sentence
A0082	table	22449	22725	table
A0083	sentence	22727	22756	sentence
A0084	table	22758	22966	table
A0085	sentence	22968	22969	sentence
A0086	sentence	22971	22974	sentence
A0087	table	22976	23223	table
A0088	sentence	23225	23228	sentence
A0089	table	23230	23490	table
A0090	sentence	23492	23711	sentence
A0091	sentence	23712	23932	sentence
A0092	sentence	23934	24175	sentence
A0093	sentence	24177	24372	sentence
A0094	sentence	24373	24519	sentence
A0095	sentence	24521	24693	sentence
A0096	sentence	24695	24848	sentence
A0097	sentence	24850	24874	sentence
A0098	sentence	24876	24877	sentence
A0099	sentence	24879	25009	sentence
A0100	table	25011	25403	table
A0101	sentence	25405	25462	sentence
A0102	sentence	25464	25465	sentence
A0103	sentence	25467	25477	sentence
A0104	table	25479	26310	table
A0105	sentence	26312	26320	sentence
A0106	sentence	26322	26331	sentence
A0107	sentence	26333	26356	sentence
A0108	sentence	26358	26439	sentence
A0109	sentence	26441	26505	sentence
A0110	sentence	26507	26543	sentence
A0111	sentence	26546	26572	sentence
A0112	sentence	26574	27032	sentence
A0113	sentence	27033	27341	sentence
A0114	sentence	27343	27796	sentence
A0115	sentence	27797	27992	sentence
A0116	sentence	27994	28944	sentence
A0117	sentence	28945	29276	sentence
A0118	sentence	29277	29489	sentence
A0119	sentence	29491	30029	sentence
A0120	sentence	30031	30034	sentence
A0121	table	30036	30200	table
A0122	table	30202	30366	table
A0123	sentence	30368	30371	sentence
A0124	sentence	30373	30382	sentence
A0125	sentence	30384	30407	sentence
A0126	sentence	30409	30490	sentence
A0127	sentence	30492	30556	sentence
A0128	sentence	30558	31152	sentence
A0129	sentence	31153	31256	sentence
A0130	sentence	31257	31539	sentence
A0131	sentence	31540	31719	sentence
A0132	sentence	31720	32023	sentence
A0133	sentence	32024	32316	sentence
A0134	table	32318	32482	table
A0135	table	32484	32551	table
A0136	sentence	32553	32556	sentence
A0137	sentence	32558	32567	sentence
A0138	sentence	32569	32592	sentence
A0139	sentence	32594	32675	sentence
A0140	sentence	32677	32741	sentence
A0141	sentence	32743	32784	sentence
A0142	sentence	32786	33189	sentence
A0143	sentence	33190	33293	sentence
A0144	sentence	33294	33660	sentence
A0145	table	33662	33826	table
A0146	table	33828	33895	table
A0147	sentence	33897	33900	sentence
A0148	sentence	33902	33911	sentence
A0149	sentence	33913	33936	sentence
A0150	sentence	33938	34019	sentence
A0151	sentence	34021	34085	sentence
A0152	sentence	34087	34150	sentence
A0153	sentence	34152	34767	sentence
A0154	sentence	34768	34871	sentence
A0155	sentence	34872	35508	sentence
