anchor_id	kind	start	end	checksum	context_pre	context_post	prev_id	next_id	parent_heading	attributes_json
p000001	p	0	16	3a7444c5fff0b027563db0c849276b8dcaaac3ccc56c82060d38fd97ee83cccf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8f2417954db1be8a8489f74cf41071f99f3026c6b732ccbd22bf612a238d9ed7		s000001		{}
s000001	s	0	16	3a7444c5fff0b027563db0c849276b8dcaaac3ccc56c82060d38fd97ee83cccf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8f2417954db1be8a8489f74cf41071f99f3026c6b732ccbd22bf612a238d9ed7	p000001	p000002		{}
p000002	p	17	34	46f04de37bcec6ea6ebf06068d162c061bedbc4d5df09ff35e5650e7f8455522	bed5ceb33dfa39c6292cb4953b63e123e8eb82949730535efd120209619aa9d2	737cb4452615ad57ce23c50be45bc21adb2031590fee9b7238e45e0f1ab3c7f6	s000001	s000002		{}
s000002	s	17	34	46f04de37bcec6ea6ebf06068d162c061bedbc4d5df09ff35e5650e7f8455522	bed5ceb33dfa39c6292cb4953b63e123e8eb82949730535efd120209619aa9d2	737cb4452615ad57ce23c50be45bc21adb2031590fee9b7238e45e0f1ab3c7f6	p000002	p000003		{}
p000003	h	35	47	ef4c22eb739d2d720e3db00e437b4b465fbb0d19f30c018d5a3691e6a7bfbc93	41425d99d934591f6e357e8c472964e6b7d005dd3322ee7a7d538cd44aebec18	bf5a3eb2e1ff94f63581b73cb24502a3ff38bb49c2f8f66785a37052a6a96449	s000002	s000003		{}
s000003	s	35	47	ef4c22eb739d2d720e3db00e437b4b465fbb0d19f30c018d5a3691e6a7bfbc93	41425d99d934591f6e357e8c472964e6b7d005dd3322ee7a7d538cd44aebec18	bf5a3eb2e1ff94f63581b73cb24502a3ff38bb49c2f8f66785a37052a6a96449	p000003	p000004	p000003	{}
p000004	h	48	73	a7e245d851f0f73c49dd0e2631ab76f4cec5f38b2ddc937292f47feab63a735b	108672143bfb3678dfcff42d4990ed3928f8537091e08f5b5b14d1b289d81157	1a5893e7fb3d497d3a1d2b10b1c835db0f11b0c2ead56dd2120513434924df7e	s000003	s000004		{}
s000004	s	48	73	a7e245d851f0f73c49dd0e2631ab76f4cec5f38b2ddc937292f47feab63a735b	108672143bfb3678dfcff42d4990ed3928f8537091e08f5b5b14d1b289d81157	1a5893e7fb3d497d3a1d2b10b1c835db0f11b0c2ead56dd2120513434924df7e	p000004	p000005	p000004	{}
p000005	p	74	509	eaf0263871d50afa5bdbb377d8bff58a30038131cb6fc5eec29318965c5732ce	db374e5cd6b43e91ed5d0d18103c9ace6cf9ab7edc64f8be3959129e4decb874	b6b61305e3f1a322284c29f67bf3cfb1ff7288663b7c2a1de57c215f12e77ec0	s000004	s000005	p000004	{}
s000005	s	74	509	eaf0263871d50afa5bdbb377d8bff58a30038131cb6fc5eec29318965c5732ce	db374e5cd6b43e91ed5d0d18103c9ace6cf9ab7edc64f8be3959129e4decb874	b6b61305e3f1a322284c29f67bf3cfb1ff7288663b7c2a1de57c215f12e77ec0	p000005	p000006	p000004	{}
p000006	h	510	519	b52140d20b9a9f19f1f43f197d51e6387a9fc0455c11079c2beb179119c179e2	7315f7d806b493b79be8e4350f9192d770c838224dad8adc4e98e89f5dc376e5	9cf6d46ddb2d55423936d6bbf7cd66787b03048db35be4af21156e5a79f2861f	s000005	s000006		{}
s000006	s	510	519	b52140d20b9a9f19f1f43f197d51e6387a9fc0455c11079c2beb179119c179e2	7315f7d806b493b79be8e4350f9192d770c838224dad8adc4e98e89f5dc376e5	9cf6d46ddb2d55423936d6bbf7cd66787b03048db35be4af21156e5a79f2861f	p000006	p000007	p000006	{}
