anchor_id	anchor_type	start	end	label
A0001	sentence	0	7	sentence
A0002	sentence	9	21	sentence
A0003	sentence	23	40	sentence
A0004	sentence	42	72	sentence
A0005	sentence	74	379	sentence
A0006	sentence	381	739	sentence
A0007	sentence	741	1352	sentence
A0008	sentence	1354	1999	sentence
A0009	sentence	2001	2911	sentence
A0010	sentence	2913	3463	sentence
A0011	sentence	3465	3473	sentence
A0012	sentence	3475	4714	sentence
A0013	sentence	4716	5067	sentence
A0014	sentence	5069	5138	sentence
A0015	sentence	5140	5229	sentence
A0016	sentence	5231	5327	sentence
A0017	sentence	5329	5701	sentence
A0018	sentence	5702	5778	sentence
A0019	sentence	5780	5866	sentence
A0020	sentence	5868	5869	sentence
A0021	sentence	5871	6031	sentence
A0022	sentence	6032	6305	sentence
A0023	sentence	6307	6683	sentence
A0024	sentence	6685	6835	sentence
A0025	sentence	6836	7261	sentence
A0026	sentence	7263	7327	sentence
A0027	sentence	7329	8001	sentence
A0028	sentence	8002	8302	sentence
A0029	sentence	8304	8380	sentence
A0030	sentence	8382	8729	sentence
A0031	sentence	8731	8732	sentence
A0032	sentence	8734	9037	sentence
A0033	sentence	9039	9178	sentence
A0034	sentence	9180	9384	sentence
A0035	sentence	9386	9475	sentence
A0036	sentence	9477	10047	sentence
A0037	sentence	10049	11032	sentence
A0038	sentence	11034	11125	sentence
A0039	sentence	11127	11653	sentence
A0040	sentence	11655	11882	sentence
A0041	sentence	11884	11885	sentence
A0042	sentence	11887	12749	sentence
A0043	sentence	12751	12761	sentence
A0044	sentence	12763	12994	sentence
A0045	sentence	12996	13136	sentence
A0046	sentence	13138	13344	sentence
A0047	sentence	13346	13598	sentence
A0048	sentence	13600	13690	sentence
A0049	sentence	13692	13891	sentence
A0050	sentence	13893	15169	sentence
A0051	sentence	15171	15172	sentence
A0052	sentence	15174	15505	sentence
A0053	sentence	15507	16265	sentence
A0054	sentence	16267	16404	sentence
A0055	sentence	16406	16436	sentence
A0056	sentence	16438	16714	sentence
A0057	sentence	16716	16993	sentence
A0058	sentence	16995	17174	sentence
A0059	sentence	17176	17229	sentence
A0060	sentence	17231	17684	sentence
A0061	sentence	17686	18164	sentence
A0062	sentence	18166	18167	sentence
A0063	sentence	18169	18816	sentence
A0064	sentence	18817	19088	sentence
A0065	sentence	19090	19138	sentence
A0066	sentence	19140	19415	sentence
A0067	sentence	19417	19704	sentence
A0068	sentence	19706	20004	sentence
A0069	sentence	20006	20233	sentence
A0070	sentence	20235	20383	sentence
A0071	sentence	20384	20895	sentence
A0072	sentence	20897	20898	sentence
A0073	sentence	20900	20934	sentence
A0074	sentence	20936	22337	sentence
A0075	sentence	22338	22442	sentence
A0076	sentence	22444	22564	sentence
A0077	sentence	22566	22703	sentence
A0078	sentence	22705	22994	sentence
A0079	sentence	22995	23494	sentence
A0080	sentence	23495	23729	sentence
A0081	sentence	23731	23798	sentence
A0082	sentence	23800	23940	sentence
A0083	sentence	23941	24170	sentence
A0084	sentence	24171	24694	sentence
A0085	sentence	24696	24697	sentence
A0086	sentence	24699	25222	sentence
A0087	sentence	25224	25550	sentence
A0088	sentence	25551	25791	sentence
A0089	sentence	25793	25814	sentence
A0090	sentence	25816	26358	sentence
A0091	sentence	26360	26821	sentence
A0092	sentence	26823	26834	sentence
A0093	sentence	26835	26848	sentence
A0094	sentence	26850	26921	sentence
A0095	sentence	26923	26962	sentence
A0096	sentence	26964	27042	sentence
A0097	sentence	27044	27132	sentence
A0098	sentence	27134	27614	sentence
A0099	sentence	27616	27617	sentence
A0100	sentence	27619	27920	sentence
A0101	sentence	27922	28535	sentence
A0102	sentence	28537	28817	sentence
A0103	sentence	28819	28979	sentence
A0104	sentence	28981	29080	sentence
A0105	sentence	29082	29177	sentence
A0106	sentence	29179	29200	sentence
A0107	sentence	29202	29495	sentence
A0108	sentence	29497	29678	sentence
A0109	sentence	29680	30066	sentence
A0110	sentence	30068	30147	sentence
A0111	sentence	30149	30256	sentence
A0112	sentence	30257	30575	sentence
A0113	sentence	30577	30579	sentence
A0114	sentence	30581	30592	sentence
A0115	sentence	30593	30838	sentence
A0116	sentence	30840	30851	sentence
A0117	sentence	30852	31659	sentence
A0118	sentence	31660	32208	sentence
A0119	sentence	32209	32220	sentence
A0120	sentence	32221	32242	sentence
A0121	sentence	32244	32480	sentence
A0122	sentence	32482	33290	sentence
A0123	sentence	33292	33844	sentence
A0124	sentence	33846	34016	sentence
A0125	sentence	34018	34020	sentence
A0126	sentence	34022	34604	sentence
A0127	sentence	34605	34731	sentence
A0128	sentence	34732	34743	sentence
A0129	sentence	34744	35477	sentence
A0130	sentence	35479	35490	sentence
A0131	sentence	35491	35505	sentence
A0132	sentence	35507	35520	sentence
A0133	sentence	35521	35909	sentence
A0134	sentence	35911	35963	sentence
A0135	sentence	35965	36026	sentence
A0136	sentence	36028	36061	sentence
A0137	sentence	36063	36101	sentence
A0138	sentence	36103	36140	sentence
A0139	sentence	36142	36175	sentence
A0140	sentence	36177	36224	sentence
A0141	sentence	36226	36256	sentence
A0142	sentence	36258	36350	sentence
A0143	sentence	36352	36409	sentence
A0144	sentence	36411	36592	sentence
A0145	sentence	36594	36596	sentence
A0146	sentence	36598	36647	sentence
A0147	sentence	36649	36679	sentence
A0148	sentence	36681	36779	sentence
A0149	sentence	36781	36836	sentence
A0150	sentence	36838	37203	sentence
A0151	sentence	37205	37639	sentence
A0152	sentence	37640	37801	sentence
A0153	sentence	37803	38126	sentence
