anchor_id	anchor_type	start	end	label
A0001	sentence	0	526	sentence
A0002	sentence	527	770	sentence
A0003	sentence	771	1247	sentence
A0004	sentence	1248	1461	sentence
A0005	sentence	1462	1648	sentence
A0006	sentence	1649	1923	sentence
A0007	sentence	1924	2153	sentence
A0008	sentence	2154	2169	sentence
A0009	sentence	2170	2710	sentence
A0010	sentence	2711	2747	sentence
A0011	sentence	2748	2935	sentence
A0012	sentence	2936	3021	sentence
A0013	sentence	3022	3330	sentence
A0014	sentence	3331	3587	sentence
A0015	sentence	3588	3669	sentence
A0016	sentence	3670	3758	sentence
A0017	sentence	3759	3903	sentence
A0018	sentence	3904	4144	sentence
A0019	sentence	4145	4305	sentence
A0020	sentence	4306	4386	sentence
A0021	sentence	4387	4405	sentence
A0022	sentence	4406	4811	sentence
A0023	sentence	4812	4824	sentence
A0024	sentence	4825	5428	sentence
A0025	sentence	5429	5471	sentence
A0026	sentence	5472	6411	sentence
A0027	sentence	6412	6545	sentence
A0028	sentence	6546	6703	sentence
A0029	sentence	6704	7148	sentence
A0030	sentence	7149	7300	sentence
A0031	sentence	7301	8743	sentence
A0032	sentence	8744	8914	sentence
A0033	sentence	8915	9394	sentence
A0034	sentence	9395	9468	sentence
A0035	sentence	9469	9864	sentence
A0036	sentence	9865	9996	sentence
A0037	sentence	9997	10430	sentence
A0038	sentence	10431	10613	sentence
A0039	sentence	10614	10764	sentence
A0040	sentence	10765	12150	sentence
A0041	sentence	12151	12321	sentence
A0042	sentence	12322	12791	sentence
A0043	sentence	12792	12865	sentence
A0044	sentence	12866	13175	sentence
A0045	sentence	13176	13316	sentence
A0046	sentence	13317	13599	sentence
A0047	sentence	13600	15778	sentence
A0048	sentence	15779	16069	sentence
A0049	sentence	16070	16109	sentence
A0050	sentence	16110	16202	sentence
A0051	sentence	16203	16804	sentence
A0052	sentence	16805	18843	sentence
A0053	sentence	18844	19717	sentence
A0054	sentence	19718	20521	sentence
A0055	sentence	20522	20792	sentence
A0056	sentence	20793	21363	sentence
A0057	sentence	21364	21827	sentence
A0058	sentence	21828	22074	sentence
A0059	sentence	22075	22370	sentence
A0060	sentence	22371	22524	sentence
A0061	sentence	22525	22590	sentence
A0062	sentence	22591	22917	sentence
A0063	sentence	22918	23768	sentence
A0064	sentence	23769	24144	sentence
A0065	sentence	24145	24586	sentence
A0066	sentence	24587	25019	sentence
A0067	sentence	25020	25306	sentence
A0068	sentence	25307	25652	sentence
A0069	sentence	25653	25730	sentence
A0070	sentence	25731	25789	sentence
A0071	sentence	25790	26065	sentence
A0072	sentence	26066	26300	sentence
A0073	sentence	26301	26477	sentence
A0074	sentence	26478	27196	sentence
A0075	sentence	27197	27362	sentence
A0076	sentence	27363	28034	sentence
A0077	sentence	28035	28340	sentence
A0078	sentence	28341	28359	sentence
A0079	sentence	28360	28673	sentence
A0080	sentence	28674	29086	sentence
A0081	sentence	29087	29186	sentence
A0082	sentence	29187	29347	sentence
A0083	sentence	29348	29378	sentence
A0084	sentence	29379	29881	sentence
A0085	sentence	29882	29992	sentence
A0086	sentence	29993	30258	sentence
A0087	sentence	30259	30398	sentence
A0088	sentence	30399	31118	sentence
A0089	sentence	31119	31285	sentence
A0090	sentence	31286	31433	sentence
A0091	sentence	31434	31663	sentence
A0092	sentence	31664	31929	sentence
A0093	sentence	31930	31944	sentence
A0094	sentence	31945	32168	sentence
A0095	sentence	32169	32382	sentence
A0096	sentence	32383	32585	sentence
A0097	sentence	32586	32726	sentence
A0098	sentence	32727	32855	sentence
A0099	sentence	32856	33145	sentence
A0100	sentence	33146	33312	sentence
A0101	sentence	33313	33774	sentence
A0102	sentence	33775	33971	sentence
A0103	sentence	33972	34459	sentence
A0104	sentence	34461	34728	sentence
A0105	sentence	34730	35064	sentence
A0106	sentence	35065	35865	sentence
A0107	sentence	35866	36379	sentence
A0108	sentence	36380	37113	sentence
A0109	sentence	37114	37553	sentence
A0110	sentence	37554	37920	sentence
