anchor_id	kind	start	end	checksum	context_pre	context_post	prev_id	next_id	parent_heading	attributes_json
t01r02c01	t	73	111	bad2ab9ead75a31f931b1514a563face4f705a9b3adc1d590435323279a69e15	10cd2cca3bde572ae99692206e5cbcc6d3d101cb01ac673f58d5b1f0243f4bb9	981275c0e2d2656e9f823cca7c324ad18dc8a92736a2046a18c68b08176dd250		t01r02c02		"{""table_index"":""1"",""row_index"":""2"",""col_index"":""1"",""row_header"":""Citigroup Global Markets Holdings Inc.""}"
t01r02c02	t	185	383	99bc4e327e2ba34c1f5b5784d94bd789e72cd8c7af254e2bfc5b3fef92a8309f	151241a466d1c63128d35c3d782e0bd4aea076c94c919d34a4f473bbe4a04e58	416e71cc1b76dd7569809e8ba24f48a22b9725654aa4142c2cccad2e69f031c1	t01r02c01	p000001		"{""table_index"":""1"",""row_index"":""2"",""col_index"":""2"",""row_header"":""Citigroup Global Markets Holdings Inc.""}"
p000001	p	384	481	d09de285cf2417e105300db9aa6c340fb8ec6b86288d9d82a9ebecf84fdb6765	6477571d4de0f5d4f8c5f7ba7a134bb189f7332015c75c8b090bee3ddc9f97b6	e878a0d1a96f294d5efa2e3dddc23521b939cb3b5f5bc31b638bc649e7149dc0	t01r02c02	s000001		{}
s000001	s	384	481	d09de285cf2417e105300db9aa6c340fb8ec6b86288d9d82a9ebecf84fdb6765	6477571d4de0f5d4f8c5f7ba7a134bb189f7332015c75c8b090bee3ddc9f97b6	e878a0d1a96f294d5efa2e3dddc23521b939cb3b5f5bc31b638bc649e7149dc0	p000001	t02r01c01		{}
t02r01c01	t	537	538	3dfc87872c1b15a3fce0a6543ad031c0a0ed6f8fc334da9b4b37474d6e37825e	f3a12a016a36810c626b16fcaf3e95f823a095ca4b5023b742c887166b66b832	4fc89f41c0bdf9cace352f15b90c1bdb222bc46b7a4a601398c7bdd8c72b0683	s000001	t02r01c02		"{""table_index"":""2"",""row_index"":""1"",""col_index"":""1"",""row_header"":""\u25a0"",""col_header"":""\u25a0""}"
t02r01c02	t	1501	2409	fa7fdb3074236b7b73bbec2d14ee2f7fb71ed87e67ade510d03f586b47c61be6	e9abe8c24fac80c6009d325a6724b6c903a7696d4c28eb52ddc4521c10919137	9f43752f78fcee93438a8f367acbf2818f47ecd779361ee48582de30c711ea25	t02r01c01	t03r01c01		"{""table_index"":""2"",""row_index"":""1"",""col_index"":""2"",""row_header"":""\u25a0"",""col_header"":""The securities offered by this pricing supplement are unsecured debt securities issued by Citigroup Global Markets Holdings Inc. and guaranteed by Citigroup Inc. The securities offer the potential for periodic contingent coupon payments at an annualized rate that, if all are paid, would produce a yield that is generally higher than the yield on our conventional debt securities of the same maturity. In exchange for this higher potential yield, you must be willing to accept the risks that (i) your actual yield may be lower than the yield on our conventional debt securities of the same maturity because you may not receive one or more, or any, contingent coupon payments, and (ii) the value of what you receive at maturity may be significantly less than the stated principal amount of your securities, and may be zero. Each of these risks will depend on the performance of the underlying specified below.""}"
t03r01c01	t	2465	2466	3dfc87872c1b15a3fce0a6543ad031c0a0ed6f8fc334da9b4b37474d6e37825e	c336d7f855a4845d5b70095df50cc61c6fa9472c66a279777ffc027d4145748e	bc114b865e77a0c4b8bd5f399ea799863fbeec92c525d4af25814d111c4b9db2	t02r01c02	t03r01c02		"{""table_index"":""3"",""row_index"":""1"",""col_index"":""1"",""row_header"":""\u25a0"",""col_header"":""\u25a0""}"
t03r01c02	t	2812	3103	0c18842aa2ca301336df5f8f434fe879ae646971b89b7638a256b5ecb9a516e9	585cf270fb39d0eb76b7bdd769a4b6df4f2d22baaaa317cac0a928388fe03c58	ce8c25dbf6da0c5d533f823bac8706c2f4bd2b754d1abb9be34975d1d7aa42c1	t03r01c01	t04r01c01		"{""table_index"":""3"",""row_index"":""1"",""col_index"":""2"",""row_header"":""\u25a0"",""col_header"":""We have the right to call the securities for mandatory redemption on any potential redemption date specified below. Although you will have downside exposure to the underlying, you will not receive dividends with respect to the underlying or participate in any appreciation of the underlying.""}"
t04r01c01	t	3159	3160	3dfc87872c1b15a3fce0a6543ad031c0a0ed6f8fc334da9b4b37474d6e37825e	f7b69a6f49bd0b485fcd1e6ff46b6412b9421e611271a05963aa584d75615e6b	0dc82d7540129a6c12216d80faf55bd1e9bee562c3c4eee52fcb145e26aadc46	t03r01c02	t04r01c02		"{""table_index"":""4"",""row_index"":""1"",""col_index"":""1"",""row_header"":""\u25a0"",""col_header"":""\u25a0""}"
t04r01c02	t	3574	3933	8fc0a1c8e3dff88c279abf3a03ed4f1b86cbcf986f2fc44c6e389161124511ad	6b62133f05bbc0bc6a9a9affb2155cf36e4264f13bc1d5dad521b8e5624403cd	f3035958fbd35f28d09cc4eaa8503803a97e144757e0db2a0659ed68f551e4c4	t04r01c01	t05r01c01		"{""table_index"":""4"",""row_index"":""1"",""col_index"":""2"",""row_header"":""\u25a0"",""col_header"":""Investors in the securities must be willing to accept (i) an investment that may have limited or no liquidity and (ii) the risk of not receiving any payments due under the securities if we and Citigroup Inc. default on our obligations.\u00a0 All payments on the securities are subject to the credit risk of Citigroup Global Markets Holdings Inc. and Citigroup Inc.""}"
t05r01c01	t	4005	4014	150ce7b07c766593bd754602fdf746ccf938c2dfdf8ce906115cc86b475e84be	4361218e8fa25775600089219615c7a746d8bd324ff0a759407c913939de29ab	45041565aa3010716068a0c6b7fb9323c4f86479ff7c4c57e54a5c7d2abd1d5c	t04r01c02	t05r02c01		"{""table_index"":""5"",""row_index"":""1"",""col_index"":""1"",""row_header"":""KEY TERMS"",""col_header"":""KEY TERMS""}"
t05r02c01	t	4084	4091	7930901f3c02864ddee9771bd512601c481e06a6c97e237fd4f2da8ea7727954	d4cc082baffa3b831f3604dce34ca9b9b62b7e5afb9f9b26fdac1c53a4eb6e48	34b97b383cd6daedb90f91b35ad6d334fdf7d3765595944197fbef46661426bf	t05r01c01	t05r02c02		"{""table_index"":""5"",""row_index"":""2"",""col_index"":""1"",""row_header"":""Issuer:"",""col_header"":""KEY TERMS""}"
t05r02c02	t	4134	4217	ac7815505cfdff14c19f64487211b6c04766ae151ad18347480d635a8e737d8a	af1dafbd184ec71db84c9ffafd3bb786754277aaa4b38f05fcb8179cba2548c9	d80c77dd74a67babe46026ad213be3125761a4be1396490c02d839a485b725c7	t05r02c01	t05r03c01		"{""table_index"":""5"",""row_index"":""2"",""col_index"":""2"",""row_header"":""Issuer:""}"
