anchor_id	anchor_type	start	end	label
A0001	sentence	0	14	sentence
A0002	sentence	16	45	sentence
A0003	sentence	47	51	sentence
A0004	sentence	53	293	sentence
A0005	sentence	295	420	sentence
A0006	sentence	422	431	sentence
A0007	sentence	433	772	sentence
A0008	sentence	774	776	sentence
A0009	sentence	777	1507	sentence
A0010	sentence	1509	1709	sentence
A0011	sentence	1711	1969	sentence
A0012	sentence	1971	2233	sentence
A0013	sentence	2235	2237	sentence
A0014	sentence	2239	2265	sentence
A0015	sentence	2267	2269	sentence
A0016	sentence	2271	2288	sentence
A0017	sentence	2289	2464	sentence
A0018	sentence	2465	2705	sentence
A0019	sentence	2707	2726	sentence
A0020	sentence	2727	3213	sentence
A0021	sentence	3214	3413	sentence
A0022	sentence	3415	3417	sentence
A0023	sentence	3419	3432	sentence
A0024	sentence	3433	3765	sentence
A0025	sentence	3767	3769	sentence
A0026	sentence	3771	3994	sentence
A0027	table	3996	4030	table
A0028	sentence	4032	4034	sentence
A0029	sentence	4036	4044	sentence
A0030	sentence	4045	4303	sentence
A0031	sentence	4305	4307	sentence
A0032	sentence	4309	4348	sentence
A0033	sentence	4349	4426	sentence
A0034	sentence	4428	4430	sentence
A0035	sentence	4432	4451	sentence
A0036	sentence	4452	5328	sentence
A0037	sentence	5330	5332	sentence
A0038	sentence	5334	5361	sentence
A0039	sentence	5362	5482	sentence
A0040	sentence	5484	5486	sentence
A0041	sentence	5488	5511	sentence
A0042	sentence	5512	6034	sentence
A0043	sentence	6036	6038	sentence
A0044	sentence	6040	6052	sentence
A0045	sentence	6053	6381	sentence
A0046	sentence	6382	6590	sentence
A0047	sentence	6591	6885	sentence
A0048	sentence	6886	7141	sentence
A0049	sentence	7143	7145	sentence
A0050	sentence	7147	7167	sentence
A0051	sentence	7168	7359	sentence
A0052	sentence	7361	7384	sentence
A0053	sentence	7385	9611	sentence
A0054	table	9613	9647	table
A0055	sentence	9649	9651	sentence
A0056	sentence	9653	9661	sentence
A0057	sentence	9662	10194	sentence
A0058	sentence	10196	10457	sentence
A0059	sentence	10458	10930	sentence
A0060	sentence	10931	11104	sentence
A0061	sentence	11106	12267	sentence
A0062	sentence	12268	12387	sentence
A0063	sentence	12388	12588	sentence
A0064	sentence	12589	13001	sentence
A0065	table	13003	13037	table
A0066	sentence	13039	13069	sentence
A0067	sentence	13070	13568	sentence
A0068	sentence	13570	13572	sentence
A0069	sentence	13574	13620	sentence
A0070	sentence	13621	13698	sentence
