anchor_id	anchor_type	start	end	label
A0001	sentence	0	12	sentence
A0002	sentence	14	31	sentence
A0003	sentence	33	62	sentence
A0004	sentence	64	465	sentence
A0005	sentence	467	475	sentence
A0006	sentence	477	479	sentence
A0007	sentence	481	1217	sentence
A0008	sentence	1219	1221	sentence
A0009	sentence	1223	1560	sentence
A0010	sentence	1562	1571	sentence
A0011	sentence	1573	1913	sentence
A0012	sentence	1915	1917	sentence
A0013	sentence	1919	1932	sentence
A0014	sentence	1934	2068	sentence
A0015	sentence	2069	2150	sentence
A0016	sentence	2152	2155	sentence
A0017	sentence	2157	2250	sentence
A0018	sentence	2252	2343	sentence
A0019	sentence	2345	2429	sentence
A0020	table	2431	2529	table
A0021	sentence	2531	2534	sentence
A0022	sentence	2536	2711	sentence
A0023	sentence	2713	2716	sentence
A0024	sentence	2718	2805	sentence
A0025	sentence	2807	2882	sentence
A0026	sentence	2884	2887	sentence
A0027	sentence	2889	2978	sentence
A0028	sentence	2980	2983	sentence
A0029	sentence	2985	3081	sentence
A0030	sentence	3083	3086	sentence
A0031	sentence	3088	3179	sentence
A0032	sentence	3181	3184	sentence
A0033	sentence	3186	3275	sentence
A0034	sentence	3277	3280	sentence
A0035	sentence	3282	3405	sentence
A0036	sentence	3407	3410	sentence
A0037	sentence	3412	3502	sentence
A0038	sentence	3504	3585	sentence
A0039	sentence	3587	3675	sentence
A0040	sentence	3677	3776	sentence
A0041	sentence	3778	3875	sentence
A0042	sentence	3877	3972	sentence
A0043	sentence	3974	4063	sentence
A0044	sentence	4065	4068	sentence
A0045	sentence	4070	4330	sentence
A0046	sentence	4332	4333	sentence
A0047	sentence	4335	4338	sentence
A0048	sentence	4340	4432	sentence
A0049	sentence	4434	4437	sentence
A0050	sentence	4439	4712	sentence
A0051	sentence	4714	4717	sentence
A0052	sentence	4719	4947	sentence
A0053	sentence	4949	4952	sentence
A0054	sentence	4954	5056	sentence
A0055	sentence	5058	5061	sentence
A0056	sentence	5063	5359	sentence
A0057	sentence	5361	5364	sentence
A0058	sentence	5366	5469	sentence
A0059	sentence	5471	5474	sentence
A0060	sentence	5476	5861	sentence
A0061	sentence	5863	5951	sentence
A0062	sentence	5953	5957	sentence
A0063	sentence	5959	6270	sentence
A0064	sentence	6272	6276	sentence
A0065	sentence	6278	6547	sentence
A0066	sentence	6549	6623	sentence
A0067	sentence	6625	6629	sentence
A0068	sentence	6631	7070	sentence
A0069	sentence	7072	7073	sentence
A0070	sentence	7075	7079	sentence
A0071	sentence	7081	7175	sentence
A0072	sentence	7177	7256	sentence
A0073	sentence	7258	7260	sentence
A0074	sentence	7262	7312	sentence
A0075	sentence	7314	7317	sentence
A0076	sentence	7319	7997	sentence
A0077	sentence	7998	8247	sentence
A0078	sentence	8249	9238	sentence
A0079	sentence	9239	9378	sentence
A0080	sentence	9379	9459	sentence
A0081	sentence	9461	9475	sentence
A0082	sentence	9476	9888	sentence
A0083	sentence	9890	10439	sentence
A0084	sentence	10440	11031	sentence
A0085	sentence	11032	11260	sentence
A0086	sentence	11262	11477	sentence
A0087	sentence	11479	11480	sentence
A0088	sentence	11482	11485	sentence
A0089	sentence	11487	11915	sentence
A0090	sentence	11917	12600	sentence
A0091	sentence	12601	12826	sentence
A0092	sentence	12827	12943	sentence
A0093	sentence	12944	13097	sentence
A0094	sentence	13099	13102	sentence
A0095	sentence	13104	13140	sentence
A0096	sentence	13141	15116	sentence
A0097	sentence	15118	15119	sentence
A0098	sentence	15121	15563	sentence
A0099	sentence	15564	15962	sentence
A0100	sentence	15964	15967	sentence
A0101	sentence	15969	15993	sentence
A0102	sentence	15995	15998	sentence
A0103	sentence	16000	18135	sentence
A0104	sentence	18136	18398	sentence
A0105	sentence	18400	18404	sentence
A0106	sentence	18406	19237	sentence
A0107	sentence	19239	20207	sentence
A0108	sentence	20209	20210	sentence
A0109	sentence	20212	20215	sentence
A0110	sentence	20217	21512	sentence
A0111	sentence	21514	21517	sentence
A0112	sentence	21519	21903	sentence
A0113	sentence	21904	22249	sentence
A0114	sentence	22250	22452	sentence
A0115	sentence	22454	22635	sentence
A0116	sentence	22637	22639	sentence
