anchor_id	anchor_type	start	end	label
A0001	sentence	0	12	sentence
A0002	sentence	14	47	sentence
A0003	sentence	49	408	sentence
A0004	sentence	409	517	sentence
A0005	sentence	519	760	sentence
A0006	sentence	762	898	sentence
A0007	sentence	900	983	sentence
A0008	sentence	985	1209	sentence
A0009	sentence	1211	1242	sentence
A0010	sentence	1244	1426	sentence
A0011	sentence	1428	1605	sentence
A0012	sentence	1607	1766	sentence
A0013	table	1768	1858	table
A0014	table	1860	1933	table
A0015	table	1935	2023	table
A0016	table	2025	2093	table
A0017	sentence	2095	2218	sentence
A0018	sentence	2220	2762	sentence
A0019	sentence	2764	3137	sentence
A0020	sentence	3139	3158	sentence
A0021	sentence	3159	3374	sentence
A0022	sentence	3376	3987	sentence
A0023	sentence	3988	4623	sentence
A0024	sentence	4625	4652	sentence
A0025	sentence	4653	4896	sentence
A0026	sentence	4897	5161	sentence
A0027	sentence	5163	5164	sentence
A0028	sentence	5166	5203	sentence
A0029	sentence	5204	5564	sentence
A0030	sentence	5565	6104	sentence
A0031	sentence	6105	6631	sentence
A0032	sentence	6633	6651	sentence
A0033	sentence	6652	7014	sentence
A0034	sentence	7016	7035	sentence
A0035	sentence	7036	7335	sentence
A0036	sentence	7337	7357	sentence
A0037	sentence	7358	7628	sentence
A0038	sentence	7629	7706	sentence
A0039	sentence	7708	7721	sentence
A0040	sentence	7722	8060	sentence
A0041	sentence	8062	8065	sentence
A0042	sentence	8066	8081	sentence
A0043	sentence	8082	8438	sentence
A0044	sentence	8440	8443	sentence
A0045	sentence	8444	8454	sentence
A0046	sentence	8455	8585	sentence
A0047	sentence	8587	8590	sentence
A0048	sentence	8591	8603	sentence
A0049	sentence	8604	9050	sentence
A0050	sentence	9051	9205	sentence
A0051	sentence	9206	9323	sentence
A0052	sentence	9325	9348	sentence
A0053	sentence	9350	9351	sentence
A0054	sentence	9353	9452	sentence
A0055	table	9454	9720	table
A0056	sentence	9722	9723	sentence
