anchor_id	anchor_type	start	end	label
A0001	sentence	0	12	sentence
A0002	sentence	14	41	sentence
A0003	sentence	43	79	sentence
A0004	sentence	81	117	sentence
A0005	sentence	118	668	sentence
A0006	sentence	669	882	sentence
A0007	sentence	883	1346	sentence
A0008	sentence	1348	1388	sentence
A0009	sentence	1389	1789	sentence
A0010	sentence	1790	1985	sentence
A0011	sentence	1986	2080	sentence
A0012	sentence	2082	2104	sentence
A0013	sentence	2106	2110	sentence
A0014	sentence	2112	2367	sentence
A0015	sentence	2368	2552	sentence
A0016	sentence	2554	2558	sentence
A0017	sentence	2560	3405	sentence
A0018	sentence	3406	3640	sentence
A0019	sentence	3641	3782	sentence
A0020	sentence	3783	4241	sentence
A0021	sentence	4242	4629	sentence
A0022	sentence	4630	4886	sentence
A0023	table	4888	4936	table
A0024	sentence	4938	4975	sentence
A0025	sentence	4977	5008	sentence
A0026	sentence	5010	5014	sentence
A0027	sentence	5016	5910	sentence
A0028	sentence	5911	6035	sentence
A0029	sentence	6036	6209	sentence
A0030	sentence	6211	6215	sentence
A0031	sentence	6217	6471	sentence
A0032	sentence	6473	6515	sentence
A0033	sentence	6517	6521	sentence
A0034	sentence	6523	6539	sentence
A0035	sentence	6540	9234	sentence
A0036	table	9236	9286	table
A0037	sentence	9288	9292	sentence
A0038	sentence	9294	9469	sentence
A0039	sentence	9471	9475	sentence
A0040	sentence	9477	9722	sentence
A0041	sentence	9723	9927	sentence
A0042	sentence	9929	9933	sentence
A0043	sentence	9935	10653	sentence
A0044	sentence	10654	11199	sentence
A0045	sentence	11200	11552	sentence
A0046	sentence	11553	11929	sentence
A0047	sentence	11930	12266	sentence
A0048	sentence	12268	12482	sentence
A0049	sentence	12483	12711	sentence
A0050	sentence	12713	12862	sentence
A0051	sentence	12863	13041	sentence
A0052	sentence	13042	13229	sentence
A0053	table	13231	13281	table
A0054	sentence	13283	13322	sentence
A0055	sentence	13324	13328	sentence
A0056	sentence	13330	14261	sentence
A0057	sentence	14262	14953	sentence
A0058	sentence	14954	15154	sentence
A0059	sentence	15155	15945	sentence
A0060	sentence	15947	15951	sentence
A0061	sentence	15953	16429	sentence
A0062	sentence	16430	16790	sentence
A0063	sentence	16791	16930	sentence
A0064	sentence	16931	17187	sentence
A0065	sentence	17189	17193	sentence
A0066	sentence	17195	17209	sentence
A0067	sentence	17210	18432	sentence
A0068	table	18434	18484	table
A0069	sentence	18486	18511	sentence
A0070	sentence	18513	18517	sentence
A0071	sentence	18519	18765	sentence
A0072	sentence	18767	18771	sentence
A0073	sentence	18773	19565	sentence
A0074	sentence	19566	20708	sentence
A0075	sentence	20709	20943	sentence
A0076	sentence	20944	21816	sentence
A0077	sentence	21817	22007	sentence
A0078	sentence	22009	22013	sentence
A0079	sentence	22015	22458	sentence
A0080	sentence	22459	22722	sentence
A0081	sentence	22723	23365	sentence
A0082	sentence	23366	23541	sentence
A0083	table	23543	23593	table
A0084	sentence	23595	24194	sentence
A0085	sentence	24195	24628	sentence
A0086	sentence	24629	24975	sentence
A0087	sentence	24977	24980	sentence
A0088	sentence	24981	26004	sentence
A0089	sentence	26006	26009	sentence
A0090	sentence	26010	26670	sentence
A0091	sentence	26671	26825	sentence
A0092	sentence	26826	27074	sentence
A0093	sentence	27075	27266	sentence
A0094	sentence	27267	27410	sentence
A0095	sentence	27412	27415	sentence
A0096	sentence	27416	27594	sentence
A0097	table	27596	27646	table
A0098	sentence	27648	27651	sentence
A0099	sentence	27652	28131	sentence
A0100	sentence	28132	28272	sentence
A0101	sentence	28274	28277	sentence
A0102	sentence	28278	28497	sentence
A0103	sentence	28499	28502	sentence
A0104	sentence	28503	28689	sentence
A0105	sentence	28691	28694	sentence
A0106	sentence	28695	28816	sentence
A0107	sentence	28818	28821	sentence
A0108	sentence	28822	28914	sentence
A0109	sentence	28915	29081	sentence
A0110	sentence	29083	29086	sentence
