anchor_id	anchor_type	start	end	label
A0001	sentence	0	569	sentence
A0002	sentence	570	1085	sentence
A0003	sentence	1086	1381	sentence
A0004	sentence	1382	1572	sentence
A0005	sentence	1573	1614	sentence
A0006	table	1616	3179	table
A0007	sentence	3181	3206	sentence
A0008	table	3208	4971	table
A0009	sentence	4973	4999	sentence
A0010	table	5001	5857	table
A0011	sentence	5859	6434	sentence
A0012	sentence	6435	7637	sentence
A0013	sentence	7639	9969	sentence
A0014	sentence	9970	10355	sentence
A0015	sentence	10357	10725	sentence
A0016	sentence	10726	12151	sentence
A0017	sentence	12152	14815	sentence
A0018	sentence	14816	22912	sentence
A0019	sentence	22913	25653	sentence
A0020	sentence	25654	37527	sentence
A0021	sentence	37528	44288	sentence
A0022	sentence	44289	46791	sentence
A0023	sentence	46792	46947	sentence
A0024	sentence	46948	47287	sentence
A0025	sentence	47288	47488	sentence
A0026	sentence	47489	47743	sentence
A0027	sentence	47744	48022	sentence
A0028	sentence	48023	48201	sentence
A0029	sentence	48202	48423	sentence
A0030	sentence	48424	48653	sentence
A0031	sentence	48654	48902	sentence
A0032	sentence	48903	49213	sentence
A0033	sentence	49214	49406	sentence
A0034	sentence	49407	50155	sentence
A0035	sentence	50156	50469	sentence
A0036	sentence	50470	50919	sentence
A0037	sentence	50920	51305	sentence
A0038	sentence	51306	52890	sentence
A0039	sentence	52891	53693	sentence
A0040	sentence	53694	55081	sentence
A0041	sentence	55082	56043	sentence
A0042	sentence	56044	56734	sentence
A0043	sentence	56735	58476	sentence
A0044	sentence	58477	59397	sentence
A0045	sentence	59398	60565	sentence
A0046	sentence	60566	64267	sentence
A0047	sentence	64268	64499	sentence
A0048	sentence	64500	64640	sentence
A0049	sentence	64641	64823	sentence
A0050	sentence	64824	66137	sentence
A0051	sentence	66138	66229	sentence
A0052	sentence	66230	66347	sentence
A0053	sentence	66348	67590	sentence
A0054	sentence	67591	67852	sentence
A0055	sentence	67853	69667	sentence
A0056	sentence	69668	71033	sentence
A0057	sentence	71034	71685	sentence
A0058	sentence	71686	71806	sentence
A0059	sentence	71807	71938	sentence
A0060	sentence	71939	73200	sentence
A0061	sentence	73201	75793	sentence
A0062	sentence	75794	76581	sentence
A0063	sentence	76582	76844	sentence
A0064	sentence	76845	78617	sentence
A0065	sentence	78618	78904	sentence
A0066	sentence	78905	83237	sentence
A0067	sentence	83238	83704	sentence
A0068	sentence	83705	84693	sentence
A0069	sentence	84694	84896	sentence
A0070	sentence	84897	88101	sentence
A0071	sentence	88102	88336	sentence
A0072	sentence	88337	90988	sentence
A0073	sentence	90989	91549	sentence
A0074	sentence	91550	92216	sentence
A0075	sentence	92217	92841	sentence
A0076	sentence	92842	93660	sentence
